"","fund_name","fund_extended_name","category","fund_family","net_assets","ytd_return","fund_yield","morningstar_rating","inception_date","investment","size","currency","net_annual_expense_ratio_fund","net_annual_expense_ratio_category","portfolio_cash","portfolio_stocks","portfolio_bonds","portfolio_others","portfolio_preferred","portfolio_convertable","price_earnings","price_book","price_sales","price_cashflow","median_market_cap","basic_materials","consumer_cyclical","financial_services","real_estate","consumer_defensive","healthcare","utilities","communication_services","energy","industrials","technology","bond_maturity","bond_duration","rating_us_government","rating_aaa","rating_aa","rating_a","rating_bbb","rating_bb","rating_b","rating_below_b","rating_others","morningstar_return_rating","fund_return_ytd","category_return_ytd","fund_return_1month","category_return_1month","fund_return_3months","category_return_3months","fund_return_1year","category_return_1year","fund_return_3years","category_return_3years","fund_return_5years","category_return_5years","fund_return_10years","category_return_10years","fund_return_2018","category_return_2018","fund_return_2017","category_return_2017","fund_return_2016","category_return_2016","fund_return_2015","category_return_2015","fund_return_2014","category_return_2014","fund_return_2013","category_return_2013","fund_return_2012","category_return_2012","fund_return_2011","category_return_2011","fund_return_2010","category_return_2010","morningstar_risk_rating","years_up","years_down","fund_alpha_3years","category_alpha_3years","fund_alpha_5years","category_alpha_5years","fund_alpha_10years","category_alpha_10years","fund_beta_3years","category_beta_3years","fund_beta_5years","category_beta_5years","fund_beta_10years","category_beta_10years","fund_mean_annual_return_3years","category_mean_annual_return_3years","fund_mean_annual_return_5years","category_mean_annual_return_5years","fund_mean_annual_return_10years","category_mean_annual_return_10years","fund_r_squared_3years","category_r_squared_3years","fund_r_squared_5years","category_r_squared_5years","fund_r_squared_10years","category_r_squared_10years","fund_standard_deviation_3years","category_standard_deviation_3years","fund_standard_deviation_5years","category_standard_deviation_5years","fund_standard_deviation_10years","category_standard_deviation_10years","fund_sharpe_ratio_3years","category_sharpe_ratio_3years","fund_sharpe_ratio_5years","category_sharpe_ratio_5years","fund_sharpe_ratio_10years","category_sharpe_ratio_10years","fund_treynor_ratio_3years","category_treynor_ratio_3years","fund_treynor_ratio_5years","category_treynor_ratio_5years","fund_treynor_ratio_10years","category_treynor_ratio_10years","NumOfSector","highest"
"1029","VWUAX","Vanguard U.S. Growth Fund Admiral Shares","Large Growth","Vanguard",1.096e+10,16.22,0.42,4,2001-08-12,"Growth","Large","USD",0.28,1.06,4.81,94.15,0.16,0.88,0,0,"20.57",5.09,"3.37","16.59","57,477.65",0.29,18.18,19.42,1.35,4.75,14.09,0,2.9,0.17,6.26,32.59,NA,NA,0,0,0,0,0,0,0,0,0,4,16.22,15.67,1.66,2.12,16.22,15.67,12.19,10.71,16.68,15.35,13.37,11.26,16.87,15.94,0.75,-2.09,31.74,27.67,-0.59,3.23,8.61,3.6,13.2,10,35.71,33.92,18.54,15.34,-0.53,-2.46,11.74,15.53,3,13,4,1.8,0.01,1.8,0,-0.03,-0.01,1.1,0.01,1.06,0.01,1.07,0.01,1.36,0.01,1.12,0.01,1.39,0.01,83.46,0.84,86.13,0.86,89.69,0.88,12.98,0.13,12.78,0.13,14.36,0.14,1.16,0.01,0.99,0.01,1.13,0.01,"13.94",0.13,"11.86",0.1,"15.33",0.15,10,"technology"
"1030","VWUSX","Vanguard U.S. Growth Fund Investor Shares","Large Growth","Vanguard",1.096e+10,16.21,0.31,3,1959-01-05,"Growth","Large","USD",0.38,1.06,4.81,94.15,0.16,0.88,0,0,"20.57",5.09,"3.37","16.59","57,477.65",0.29,18.18,19.42,1.35,4.75,14.09,0,2.9,0.17,6.26,32.59,NA,NA,0,0,0,0,0,0,0,0,0,4,16.21,15.67,1.67,2.12,16.21,15.67,12.08,10.71,16.53,15.35,13.22,11.26,16.71,15.94,0.62,-2.09,31.6,27.67,-0.75,3.23,8.47,3.6,13.06,10,35.49,33.92,18.43,15.34,-0.68,-2.46,11.53,15.53,3,44,15,1.68,0.01,1.67,0,-0.16,-0.01,1.1,0.01,1.06,0.01,1.07,0.01,1.35,0.01,1.11,0.01,1.38,0.01,83.53,0.84,86.17,0.86,89.65,0.88,12.98,0.13,12.77,0.13,14.35,0.14,1.15,0.01,0.98,0.01,1.12,0.01,"13.82",0.13,"11.72",0.1,"15.19",0.15,10,"technology"
"1031","WAVYX","Waddell & Reed Vanguard Y","Large Growth","Waddell & Reed",1.83e+09,8.49,0.16,3,1995-09-07,"Growth","Large","USD",0.87,1.06,0,99.56,0.13,0.31,0,0,"25.51",6.24,"4.43","13.93","116,260.17",0,11.44,23.6,0,1.39,9.94,0,2.63,1.88,15.33,33.79,NA,NA,0,0,0,0,0,0,0,0,0,3,8.49,15.67,8.49,2.12,11,15.67,34.93,10.71,14.84,15.35,17.24,11.26,9.76,15.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,18,4,-0.74,0.01,0.59,0,0.27,-0.01,1.08,0.01,1.05,0.01,0.98,0.01,1.22,0.01,1.39,0.01,0.88,0.01,82.26,0.84,76.17,0.86,88,0.88,12.1,0.13,11.5,0.13,15.7,0.14,1.17,0.01,1.42,0.01,0.65,0.01,"13.27",0.13,"16.1",0.1,"9.61",0.15,8,"technology"
"1032","WBGSX","William Blair Growth Fund Class N","Large Growth","William Blair",254290000,16.69,0,3,1946-03-19,"Growth","Large","USD",1.2,1.06,1.31,98.69,0,0,0,0,"24.92",5.08,"2.82","15.94","50,451.47",2.68,19.27,9.5,1.83,11.84,13.45,0,0,0,13.3,28.13,NA,NA,0,0,0,0,0,0,0,0,0,3,16.69,15.67,3.71,2.12,16.69,15.67,15.34,10.71,16.04,15.35,11.25,11.26,15.45,15.94,5.1,-2.09,24.35,27.67,-0.98,3.23,5.31,3.6,6.59,10,35,33.92,15.67,15.34,-1.93,-2.46,14.05,15.53,3,51,21,2.18,0.01,0.2,0,-0.66,-0.01,1.02,0.01,1.02,0.01,1.03,0.01,1.31,0.01,0.96,0.01,1.29,0.01,82.77,0.84,85.28,0.86,86.45,0.88,12.02,0.13,12.44,0.13,14.04,0.14,1.2,0.01,0.86,0.01,1.07,0.01,"14.51",0.13,"10.19",0.1,"14.59",0.15,8,"technology"
"1033","WCEAX","Ivy Core Equity Fund Class A","Large Growth","Ivy Funds",4.15e+09,11.78,0.59,2,2000-07-02,"Growth","Large","USD",1.03,1.06,0.09,98.77,0,1.14,0,0,"17.29",3.17,"2","10.18","99,775.6",3.28,14.3,17.19,0,7.26,12.85,1.01,3.92,3.38,14.27,22.54,NA,NA,0,0,0,0,0,0,0,0,0,2,11.78,15.67,1.58,2.12,11.78,15.67,5.56,10.71,10.68,15.35,7.36,11.26,14.21,15.94,-4.54,-2.09,20.39,27.67,3.5,3.23,-0.75,3.6,9.11,10,32.29,33.92,18.2,15.34,0.86,-2.46,20.35,15.53,2,13,5,-2.12,0.01,-3.48,0,-2.24,-0.01,0.97,0.01,1.03,0.01,1.06,0.01,0.9,0.01,0.65,0.01,1.19,0.01,90.23,0.84,92.37,0.86,94.28,0.88,10.91,0.13,11.99,0.13,13.83,0.14,0.87,0.01,0.59,0.01,1,0.01,"9.72",0.13,"6.37",0.1,"13",0.15,10,"technology"
"1034","WCEBX","Ivy Core Equity Fund Class B","Large Growth","Ivy Funds",4.15e+09,11.55,0,1,2000-07-10,"Growth","Large","USD",2.1,1.06,0.09,98.77,0,1.14,0,0,"17.29",3.17,"2","10.18","99,775.6",3.28,14.3,17.19,0,7.26,12.85,1.01,3.92,3.38,14.27,22.54,NA,NA,0,0,0,0,0,0,0,0,0,1,11.55,15.67,1.5,2.12,11.55,15.67,4.49,10.71,9.58,15.35,6.3,11.26,13.06,15.94,-5.55,-2.09,19.18,27.67,2.44,3.23,-1.64,3.6,8.1,10,30.94,33.92,17.09,15.34,-0.17,-2.46,18.88,15.53,2,12,6,-3.15,0.01,-4.46,0,-3.25,-0.01,0.97,0.01,1.03,0.01,1.06,0.01,0.82,0.01,0.57,0.01,1.11,0.01,90.25,0.84,92.36,0.86,94.19,0.88,10.94,0.13,11.97,0.13,13.82,0.14,0.78,0.01,0.5,0.01,0.93,0.01,"8.56",0.13,"5.35",0.1,"11.93",0.15,10,"technology"
"1035","WCEYX","Ivy Core Equity Fund Class Y","Large Growth","Ivy Funds",4.15e+09,11.88,0.75,2,1995-12-28,"Growth","Large","USD",0.84,1.06,0.09,98.77,0,1.14,0,0,"17.29",3.17,"2","10.18","99,775.6",3.28,14.3,17.19,0,7.26,12.85,1.01,3.92,3.38,14.27,22.54,NA,NA,0,0,0,0,0,0,0,0,0,2,11.88,15.67,1.58,2.12,11.88,15.67,5.81,10.71,10.97,15.35,7.67,11.26,14.47,15.94,-4.29,-2.09,20.68,27.67,3.77,3.23,-0.46,3.6,9.48,10,32.73,33.92,18.27,15.34,1.06,-2.46,20.33,15.53,2,18,5,-1.84,0.01,-3.19,0,-1.99,-0.01,0.96,0.01,1.03,0.01,1.06,0.01,0.92,0.01,0.68,0.01,1.21,0.01,90.13,0.84,92.31,0.86,94.27,0.88,10.91,0.13,11.98,0.13,13.81,0.14,0.89,0.01,0.61,0.01,1.02,0.01,"10.03",0.13,"6.67",0.1,"13.27",0.15,10,"technology"
"1036","WCTMX","Waddell & Reed Advisors Tax Managed Eq C","Large Growth","Waddell & Reed",413770000,20.11,0,3,2000-03-30,"Growth","Large","USD",1.95,1.06,0,98.47,0.47,1.06,0,0,"27.47",4.62,"3.87","17.99","88,642.07",0,12.26,9.74,0,7.55,16.06,0,3.98,3.15,16.47,30.79,NA,NA,0,0,0,0,0,0,0,0,0,3,20.11,15.67,1.08,2.12,6.34,15.67,17.56,10.71,8.87,15.35,13.08,11.26,7.09,15.94,NA,NA,NA,27.67,-2.92,3.23,6.96,3.6,10.89,10,34.47,33.92,12.71,15.34,-2.83,-2.46,13,15.53,3,11,5,-2.03,0.01,-1.61,0,0.23,-0.01,1.04,0.01,1.06,0.01,0.93,0.01,0.77,0.01,1.08,0.01,0.67,0.01,80.65,0.84,78.87,0.86,85.93,0.88,11.66,0.13,11.37,0.13,15.2,0.14,0.76,0.01,1.12,0.01,0.5,0.01,"8.19",0.13,"12.15",0.1,"7.2",0.15,8,"technology"
"1037","WECCX","Wells Fargo Endeavor Select Fund - Class C","Large Growth","Wells Fargo Funds",127630000,17.33,0,3,2000-12-28,"Growth","Large","USD",1.96,1.06,3.06,95.76,0,1.18,0,0,"23.87",5.3,"3.57","17.27","100,693.21",7.12,17.69,17.42,0,0,12.61,0,1.76,0,17.01,26.4,NA,NA,0,0,0,0,0,0,0,0,0,3,17.33,15.67,3.29,2.12,17.33,15.67,14.67,10.71,18.41,15.35,11.93,11.26,14.88,15.94,1.74,-2.09,34.04,27.67,-1.58,3.23,3.57,3.6,5.81,10,32.85,33.92,17.63,15.34,-5.8,-2.46,16.64,15.53,4,13,5,3.19,0.01,0.4,0,-1.72,-0.01,1.12,0.01,1.08,0.01,1.07,0.01,1.49,0.01,1.02,0.01,1.25,0.01,80.93,0.84,82.3,0.86,84.52,0.88,13.34,0.13,13.29,0.13,14.82,0.14,1.24,0.01,0.86,0.01,0.98,0.01,"15.34",0.13,"10.34",0.1,"13.46",0.15,7,"technology"
"1038","WECDX","Wells Fargo Endeavor Select Fund - Class Admin","Large Growth","Wells Fargo Funds",127630000,17.5,0,4,2005-04-07,"Growth","Large","USD",1.01,1.06,3.06,95.76,0,1.18,0,0,"23.87",5.3,"3.57","17.27","100,693.21",7.12,17.69,17.42,0,0,12.61,0,1.76,0,17.01,26.4,NA,NA,0,0,0,0,0,0,0,0,0,4,17.5,15.67,3.38,2.12,17.5,15.67,15.83,10.71,19.55,15.35,13.03,11.26,16.03,15.94,2.86,-2.09,35.34,27.67,-0.77,3.23,4.72,3.6,6.94,10,34.12,33.92,18.72,15.34,-4.86,-2.46,17.9,15.53,4,10,3,4.21,0.01,1.39,0,-0.73,-0.01,1.11,0.01,1.08,0.01,1.07,0.01,1.57,0.01,1.1,0.01,1.34,0.01,80.69,0.84,82.3,0.86,84.6,0.88,13.3,0.13,13.3,0.13,14.83,0.14,1.32,0.01,0.93,0.01,1.05,0.01,"16.42",0.13,"11.36",0.1,"14.51",0.15,7,"technology"
"1039","WFCCX","Wells Fargo Capital Growth Fund - Class C","Large Growth","Wells Fargo Funds",100850000,17.34,0,3,2007-07-30,"Growth","Large","USD",1.87,1.06,1.82,98.18,0,0,0,0,"24.41",5.3,"3.66","17.55","89,349.55",6.15,16.58,14.29,0,0,15.59,0,0.92,0.76,16.66,29.05,NA,NA,0,0,0,0,0,0,0,0,0,3,17.34,15.67,3.01,2.12,17.34,15.67,14.17,10.71,18.06,15.35,11.68,11.26,14.86,15.94,0.82,-2.09,33.43,27.67,0.36,3.23,0.89,3.6,6.59,10,36.79,33.92,15.03,15.34,-6.42,-2.46,15.95,15.53,3,9,2,2.94,0.01,0.14,0,-1.98,-0.01,1.11,0.01,1.08,0.01,1.09,0.01,1.46,0.01,1,0.01,1.25,0.01,82.45,0.84,84.54,0.86,86.79,0.88,13.14,0.13,13.13,0.13,14.84,0.14,1.24,0.01,0.85,0.01,0.98,0.01,"15.11",0.13,"10.1",0.1,"13.24",0.15,8,"technology"
"1040","WFCDX","Wells Fargo Capital Growth Fund - Class Admin","Large Growth","Wells Fargo Funds",100850000,17.73,0,3,2003-06-29,"Growth","Large","USD",0.95,1.06,1.82,98.18,0,0,0,0,"24.41",5.3,"3.66","17.55","89,349.55",6.15,16.58,14.29,0,0,15.59,0,0.92,0.76,16.66,29.05,NA,NA,0,0,0,0,0,0,0,0,0,4,17.73,15.67,2.98,2.12,17.73,15.67,15.12,10.71,19.09,15.35,12.69,11.26,15.95,15.94,1.52,-2.09,34.66,27.67,1.23,3.23,1.86,3.6,7.62,10,38.1,33.92,16.15,15.34,-5.46,-2.46,17.19,15.53,4,13,2,3.75,0.01,1.01,0,-1.07,-0.01,1.12,0.01,1.08,0.01,1.09,0.01,1.54,0.01,1.07,0.01,1.33,0.01,82.62,0.84,84.71,0.86,86.89,0.88,13.19,0.13,13.18,0.13,14.87,0.14,1.3,0.01,0.92,0.01,1.04,0.01,"15.96",0.13,"10.98",0.1,"14.2",0.15,8,"technology"
"1041","WFCGX","Wells Fargo Capital Growth Fund - Class A","Large Growth","Wells Fargo Funds",100850000,17.65,0,3,2007-07-30,"Growth","Large","USD",1.12,1.06,1.82,98.18,0,0,0,0,"24.41",5.3,"3.66","17.55","89,349.55",6.15,16.58,14.29,0,0,15.59,0,0.92,0.76,16.66,29.05,NA,NA,0,0,0,0,0,0,0,0,0,3,17.65,15.67,2.99,2.12,17.65,15.67,15.03,10.71,18.93,15.35,12.52,11.26,15.72,15.94,1.49,-2.09,34.42,27.67,1.08,3.23,1.66,3.6,7.4,10,37.8,33.92,15.96,15.34,-5.76,-2.46,16.85,15.53,4,9,2,3.62,0.01,0.86,0,-1.26,-0.01,1.12,0.01,1.08,0.01,1.09,0.01,1.53,0.01,1.06,0.01,1.32,0.01,82.56,0.84,84.68,0.86,86.85,0.88,13.19,0.13,13.17,0.13,14.87,0.14,1.29,0.01,0.9,0.01,1.03,0.01,"15.82",0.13,"10.83",0.1,"14",0.15,8,"technology"
"1042","WFCIX","Wells Fargo Endeavor Select Fund - Class Inst","Large Growth","Wells Fargo Funds",127630000,17.5,0,4,2005-04-07,"Growth","Large","USD",0.81,1.06,3.06,95.76,0,1.18,0,0,"23.87",5.3,"3.57","17.27","100,693.21",7.12,17.69,17.42,0,0,12.61,0,1.76,0,17.01,26.4,NA,NA,0,0,0,0,0,0,0,0,0,4,17.5,15.67,3.31,2.12,17.5,15.67,15.92,10.71,19.76,15.35,13.23,11.26,16.23,15.94,2.98,-2.09,35.84,27.67,-0.58,3.23,4.77,3.6,7.13,10,34.39,33.92,19.07,15.34,-4.72,-2.46,18.15,15.53,4,10,3,4.41,0.01,1.57,0,-0.52,-0.01,1.11,0.01,1.08,0.01,1.07,0.01,1.59,0.01,1.11,0.01,1.35,0.01,80.6,0.84,82.23,0.86,84.38,0.88,13.28,0.13,13.3,0.13,14.81,0.14,1.34,0.01,0.95,0.01,1.06,0.01,"16.65",0.13,"11.54",0.1,"14.73",0.15,7,"technology"
"1043","WFCRX","Wells Fargo Capital Growth Fund - Class R6","Large Growth","Wells Fargo Funds",100850000,17.87,0,4,2012-11-29,"Growth","Large","USD",0.61,1.06,1.82,98.18,0,0,0,0,"24.41",5.3,"3.66","17.55","89,349.55",6.15,16.58,14.29,0,0,15.59,0,0.92,0.76,16.66,29.05,NA,NA,0,0,0,0,0,0,0,0,0,4,17.87,15.67,3.11,2.12,17.87,15.67,15.39,10.71,19.42,15.35,13.03,11.26,16.17,15.94,1.71,-2.09,35.11,27.67,1.54,3.23,2.15,3.6,7.97,10,38.56,33.92,NA,NA,NA,NA,NA,NA,3,6,NA,4.02,0.01,1.32,0,-0.87,-0.01,1.12,0.01,1.08,0.01,1.09,0.01,1.56,0.01,1.1,0.01,1.35,0.01,82.62,0.84,84.62,0.86,86.85,0.88,13.2,0.13,13.17,0.13,14.87,0.14,1.32,0.01,0.94,0.01,1.06,0.01,"16.24",0.13,"11.3",0.1,"14.41",0.15,8,"technology"
"1044","WFOPX","Wells Fargo Opportunity Fund - Class C","Large Growth","Wells Fargo Funds",1.7e+09,14.87,0,2,2008-03-30,"Growth","Large","USD",1.93,1.06,1.16,98.84,0,0,0,0,"17.2",2.67,"2.26","9.02","39,313.31",4.29,8.39,20,1.65,4.36,17.65,0,3.54,6.53,10.28,23.32,NA,NA,0,0,0,0,0,0,0,0,0,2,14.87,15.67,2.03,2.12,14.87,15.67,6.35,10.71,11.2,15.35,7.38,11.26,13.72,15.94,-8.03,-2.09,19.1,27.67,11.05,3.23,-4.06,3.6,9.21,10,29.05,33.92,13.33,15.34,-7.53,-2.46,20.45,15.53,3,7,3,-2.15,0.01,-3.69,0,-3.33,-0.01,1.01,0.01,1.06,0.01,1.11,0.01,0.94,0.01,0.66,0.01,1.17,0.01,92.47,0.84,92.25,0.86,91.32,0.88,11.28,0.13,12.29,0.13,14.72,0.14,0.88,0.01,0.58,0.01,0.92,0.01,"9.8",0.13,"6.24",0.1,"11.96",0.15,10,"technology"
"1045","WFPDX","Wells Fargo Premier Large Company Growth Fund - Class Admin","Large Growth","Wells Fargo Funds",2.35e+09,18.48,0,3,2010-07-15,"Growth","Large","USD",1,1.06,0.4,95.6,0,4,0,0,"27.35",5.85,"4.32","17.83","68,056.38",1.29,15.65,14.92,2.27,4.29,13.28,0,1.52,0.31,14.29,32.17,NA,NA,0,0,0,0,0,0,0,0,0,3,18.48,15.67,2.13,2.12,18.48,15.67,13.7,10.71,17.42,15.35,11.57,11.26,16.28,15.94,0.97,-2.09,34.1,27.67,-3.48,3.23,2.39,3.6,8.65,10,33.21,33.92,16.61,15.34,2.87,-2.46,NA,15.53,4,7,1,1.81,0.01,-0.17,0,-0.39,-0.01,1.16,0.01,1.1,0.01,1.06,0.01,1.43,0.01,0.99,0.01,1.35,0.01,81.7,0.84,83.42,0.86,85.28,0.88,13.87,0.13,13.54,0.13,14.63,0.14,1.14,0.01,0.82,0.01,1.08,0.01,"13.84",0.13,"9.76",0.1,"14.88",0.15,10,"technology"
"1046","WGFCX","Wells Fargo Growth Fund - Class C","Large Growth","Wells Fargo Funds",4.43e+09,19.48,0,4,2002-12-25,"Growth","Large","USD",1.91,1.06,0.96,92.86,0,6.18,0,0,"25.09",5.14,"3.84","15.02","48,214.9",2.51,13.78,15.34,0.63,5.88,6.62,0,1.45,0.82,14.33,38.63,NA,NA,0,0,0,0,0,0,0,0,0,4,19.48,15.67,1.54,2.12,19.48,15.67,11.61,10.71,18.29,15.35,10.81,11.26,17.66,15.94,-0.64,-2.09,33.63,27.67,-1.72,3.23,1.73,3.6,2.88,10,32.13,33.92,15.75,15.34,7.19,-2.46,25.32,15.53,4,13,3,2.24,0.01,-1.06,0,0.48,-0.01,1.2,0.01,1.14,0.01,1.09,0.01,1.49,0.01,0.94,0.01,1.46,0.01,79.69,0.84,78.46,0.86,80.77,0.88,14.43,0.13,14.35,0.13,15.44,0.14,1.15,0.01,0.74,0.01,1.11,0.01,"14.18",0.13,"8.82",0.1,"15.75",0.15,10,"technology"
"1047","WLCGX","Wilshire Large Company Growth Portfolio Fund Class Institutional","Large Growth","Wilshire Mutual Funds",216920000,16.09,0,3,1996-07-14,"Growth","Large","USD",0.98,1.06,1.31,98.69,0,0,0,0,"24.71",6.42,"4.01","15.72","95,888.49",0.5,19.54,12.49,0.64,7.06,16.34,0,0.43,0.61,7.18,35.21,NA,NA,0,0,0,0,0,0,0,0,0,3,16.09,15.67,2.52,2.12,16.09,15.67,11.51,10.71,14.76,15.35,12.11,11.26,15.58,15.94,-1.58,-2.09,27.35,27.67,3.61,3.23,6.52,3.6,8.32,10,30.6,33.92,14.04,15.34,-1.09,-2.46,19.55,15.53,3,16,6,0.18,0.01,0.62,0,-0.84,-0.01,1.1,0.01,1.06,0.01,1.05,0.01,1.22,0.01,1.02,0.01,1.29,0.01,86.34,0.84,88.99,0.86,90.92,0.88,12.66,0.13,12.6,0.13,13.93,0.14,1.05,0.01,0.91,0.01,1.08,0.01,"12.3",0.13,"10.65",0.1,"14.46",0.15,10,"technology"
"1048","WLGAX","Ivy Large Cap Growth Fund Class A","Large Growth","Ivy Funds",4.37e+09,15.91,0,4,2000-06-29,"Growth","Large","USD",1.12,1.06,0.1,99.56,0,0.34,0,0,"25.99",7.04,"4.52","18.56","131,538.66",0,17.67,16.4,2.54,2.62,14.11,0,2.47,0,11.61,32.58,NA,NA,0,0,0,0,0,0,0,0,0,4,15.91,15.67,2.71,2.12,15.91,15.67,13.65,10.71,16.99,15.35,12.99,11.26,15.43,15.94,2.06,-2.09,29.04,27.67,1.17,3.23,6.76,3.6,11.32,10,35.57,33.92,10.5,15.34,1.85,-2.46,14.07,15.53,3,15,3,2.8,0.01,1.81,0,-0.65,-0.01,1.04,0.01,1.02,0.01,1.03,0.01,1.38,0.01,1.09,0.01,1.28,0.01,82.56,0.84,84.21,0.86,86.52,0.88,12.24,0.13,12.46,0.13,14.01,0.14,1.24,0.01,0.98,0.01,1.07,0.01,"15.16",0.13,"11.94",0.1,"14.6",0.15,8,"technology"
"1049","WLGBX","Ivy Large Cap Growth Fund Class B","Large Growth","Ivy Funds",4.37e+09,15.66,0,3,2000-07-05,"Growth","Large","USD",1.99,1.06,0.1,99.56,0,0.34,0,0,"25.99",7.04,"4.52","18.56","131,538.66",0,17.67,16.4,2.54,2.62,14.11,0,2.47,0,11.61,32.58,NA,NA,0,0,0,0,0,0,0,0,0,3,15.66,15.67,2.58,2.12,15.66,15.67,12.63,10.71,15.94,15.35,11.99,11.26,14.3,15.94,1.15,-2.09,27.95,27.67,0.16,3.23,5.86,3.6,10.37,10,34.2,33.92,9.42,15.34,0.87,-2.46,12.67,15.53,3,15,3,1.88,0.01,0.9,0,-1.64,-0.01,1.04,0.01,1.02,0.01,1.03,0.01,1.3,0.01,1.01,0.01,1.2,0.01,82.34,0.84,84.1,0.86,86.44,0.88,12.26,0.13,12.48,0.13,14.01,0.14,1.17,0.01,0.91,0.01,1,0.01,"14.14",0.13,"10.94",0.1,"13.5",0.15,8,"technology"
"1050","WLGCX","Ivy Large Cap Growth Fund Class C","Large Growth","Ivy Funds",4.37e+09,15.6,0,3,2000-07-02,"Growth","Large","USD",1.86,1.06,0.1,99.56,0,0.34,0,0,"25.99",7.04,"4.52","18.56","131,538.66",0,17.67,16.4,2.54,2.62,14.11,0,2.47,0,11.61,32.58,NA,NA,0,0,0,0,0,0,0,0,0,3,15.6,15.67,2.58,2.12,15.6,15.67,12.75,10.71,16.11,15.35,12.17,11.26,14.54,15.94,1.34,-2.09,28.17,27.67,0.4,3.23,5.96,3.6,10.54,10,34.55,33.92,9.61,15.34,1.09,-2.46,13.18,15.53,3,15,3,2.08,0.01,1.1,0,-1.42,-0.01,1.03,0.01,1.02,0.01,1.02,0.01,1.31,0.01,1.03,0.01,1.22,0.01,82.18,0.84,84.05,0.86,86.37,0.88,12.22,0.13,12.45,0.13,14.01,0.14,1.18,0.01,0.92,0.01,1.01,0.01,"14.37",0.13,"11.16",0.1,"13.74",0.15,8,"technology"
"1051","WLGRX","Ivy Large Cap Growth Fund Class R","Large Growth","Ivy Funds",4.37e+09,15.8,0,4,2005-12-28,"Growth","Large","USD",1.46,1.06,0.1,99.56,0,0.34,0,0,"25.99",7.04,"4.52","18.56","131,538.66",0,17.67,16.4,2.54,2.62,14.11,0,2.47,0,11.61,32.58,NA,NA,0,0,0,0,0,0,0,0,0,3,15.8,15.67,2.7,2.12,15.8,15.67,13.22,10.71,16.6,15.35,12.63,11.26,15.05,15.94,1.75,-2.09,28.67,27.67,0.75,3.23,6.47,3.6,10.95,10,35.05,33.92,10.19,15.34,1.56,-2.46,13.72,15.53,3,12,1,2.48,0.01,1.51,0,-0.97,-0.01,1.03,0.01,1.02,0.01,1.02,0.01,1.35,0.01,1.06,0.01,1.26,0.01,82.33,0.84,84.01,0.86,86.44,0.88,12.25,0.13,12.45,0.13,14,0.14,1.22,0.01,0.96,0.01,1.04,0.01,"14.81",0.13,"11.61",0.1,"14.25",0.15,8,"technology"
"1052","WLGYX","Ivy Large Cap Growth Fund Class Y","Large Growth","Ivy Funds",4.37e+09,15.87,0,4,2000-07-05,"Growth","Large","USD",1.06,1.06,0.1,99.56,0,0.34,0,0,"25.99",7.04,"4.52","18.56","131,538.66",0,17.67,16.4,2.54,2.62,14.11,0,2.47,0,11.61,32.58,NA,NA,0,0,0,0,0,0,0,0,0,4,15.87,15.67,2.68,2.12,15.87,15.67,13.61,10.71,17.06,15.35,13.07,11.26,15.51,15.94,2.14,-2.09,29.15,27.67,1.2,3.23,6.9,3.6,11.41,10,35.66,33.92,10.56,15.34,2.05,-2.46,14.12,15.53,3,15,3,2.87,0.01,1.89,0,-0.56,-0.01,1.04,0.01,1.02,0.01,1.02,0.01,1.38,0.01,1.09,0.01,1.29,0.01,82.41,0.84,84.05,0.86,86.4,0.88,12.25,0.13,12.46,0.13,14.01,0.14,1.25,0.01,0.99,0.01,1.07,0.01,"15.24",0.13,"12.03",0.1,"14.69",0.15,8,"technology"
"1053","WMKGX","WesMark Growth Fund","Large Growth","WesMark",325810000,14.05,0.26,1,1997-04-13,"Growth","Large","USD",1.14,1.06,7.13,92.87,0,0,0,0,"19.45",3.9,"2.32","13.78","105,558.25",1.68,14.02,13.38,0,7.79,21.02,0,0,2.29,12.84,26.97,NA,NA,0,0,0,0,0,0,0,0,0,1,14.05,15.67,2.68,2.12,14.05,15.67,5.8,10.71,11.57,15.35,7.18,11.26,12.95,15.94,-6.19,-2.09,24.22,27.67,0.51,3.23,-1.94,3.6,10.66,10,34.92,33.92,11.75,15.34,-6.06,-2.46,19.23,15.53,2,15,6,-1.58,0.01,-3.92,0,-3.54,-0.01,0.99,0.01,1.06,0.01,1.07,0.01,0.97,0.01,0.64,0.01,1.1,0.01,94.15,0.84,94.4,0.86,95.25,0.88,10.94,0.13,12.19,0.13,13.93,0.14,0.94,0.01,0.56,0.01,0.92,0.01,"10.4",0.13,"6.03",0.1,"11.67",0.15,8,"technology"
